####gene WT_1 WT_2 WT_3 CTCF_4 CTCF_5 CTCF_6 Med12_7 Med12_8 Smc1_9 Smc1_10
uc007atp.1 0 0 0 0 0 0 0 0 0 0
uc007atq.1 0 0 0 0 0 0 0 0 0 0
uc007atr.1 0 0 0 0 0 0 0 0 0 0
uc007ats.1 2 2 0 0 0 0 2 0 3 3
uc007att.1 0 0 0 0 0 0 0 0 0 0
uc007atu.1 0 1 0 0 0 0 0 0 0 0
uc007atv.1 0 0 0 0 0 0 0 0 0 0
uc007atw.1 0 0 0 0 0 0 0 0 0 0
uc007atx.1 0 0 0 0 0 0 0 0 0 0
uc007aty.1 0 0 0 0 0 0 0 0 0 0
uc007atz.2 0 0 0 0 0 0 0 0 0 0
uc007aua.2 0 0 0 0 0 0 0 0 0 0
uc007aub.2 0 0 0 0 0 0 0 0 0 0
uc007auc.2 0 0 0 0 0 0 0 0 0 0
uc007aud.1 0 0 0 0 0 0 0 0 0 0
uc007aue.1 0 0 0 0 0 0 0 0 0 0
uc007auf.1 0 0 0 0 0 0 0 0 0 0
uc007aug.1 0 0 0 0 0 0 0 0 0 0
uc007auh.1 0 0 0 0 0 0 0 0 0 0
uc007aui.1 0 0 0 0 0 0 0 0 0 0
uc007auj.1 0 0 0 0 0 0 0 0 0 0
uc007auk.1 0 1 0 0 0 0 0 0 0 0
uc007aul.1 0 1 0 0 0 0 0 0 0 0
uc007aum.1 0 0 0 0 0 0 0 0 0 0
uc007aun.1 1 2 0 0 0 2 0 1 0 2
uc007auo.1 0 0 0 0 0 0 0 0 0 0
uc007aup.1 0 0 0 0 0 0 0 0 0 0
uc007auq.1 0 0 0 0 0 0 0 0 0 0
uc007aur.1 0 0 0 0 0 0 0 0 0 0
uc007aus.1 0 0 0 0 0 0 0 0 0 0
uc007aut.1 0 0 0 0 0 0 0 0 0 0
uc007auu.1 0 0 0 0 0 0 0 0 0 0
uc007auv.1 0 0 0 0 0 0 0 0 0 0
uc007auw.1 5 8 0 2 6 11 0 6 6 24
uc007aux.2 1 0 0 0 0 0 0 0 0 5
uc007auy.1 0 0 0 0 0 0 0 0 0 0
uc007auz.2 22 40 12 8 0 21 1 74 39 104
uc007ava.2 260 356 84 147 86 232 164 366 252 438
uc007avb.1 5 11 2 3 0 9 2 26 9 19
uc007avc.2 0 5 0 3 0 3 1 4 17 34
uc007avd.2 0 0 0 0 0 0 0 0 0 0
uc007ave.1 0 0 0 0 0 0 0 0 0 0
uc007avf.1 0 0 0 0 0 0 0 0 0 0
uc007avg.1 2 1 0 3 4 5 1 5 9 16
uc007avh.1 0 0 0 0 0 0 0 0 0 0
uc007avi.1 2 3 1 0 0 7 0 3 7 18
uc007avj.1 389 794 132 269 52 653 57 1477 1013 2332
uc007avk.1 15 26 3 2 0 4 2 2 9 13
uc007avl.1 0 0 0 0 0 0 0 0 0 0
uc007avm.2 21 214 27 44 50 140 140 56 116 156
uc007avn.1 4 4 2 1 0 2 1 7 7 14
uc007avo.2 233 431 66 183 95 447 249 583 735 1173
uc007avp.2 6 1 0 4 0 9 3 17 12 15
uc007avq.1 5 4 0 1 0 2 0 4 3 4
uc007avr.1 1 3 0 0 0 6 0 9 5 11
uc007avs.1 0 0 0 0 0 0 0 0 0 0
uc007avt.1 0 0 0 0 0 0 0 0 0 0
uc007avu.1 0 0 0 0 0 0 0 0 0 0
uc007avv.1 0 0 0 0 0 0 0 0 0 0
uc007avw.1 0 0 0 0 0 0 0 0 0 1
uc007avx.2 0 0 0 0 0 0 0 0 0 0
uc007avy.2 0 0 0 0 0 0 0 0 0 0
uc007avz.2 0 2 0 1 0 1 0 0 0 0
uc007awa.2 0 0 0 0 0 0 0 0 0 0
uc007awb.1 18 22 4 7 2 17 1 22 20 44
uc007awc.1 2 2 0 1 0 6 0 2 3 12
uc007awd.2 0 3 2 0 2 4 1 0 2 2
uc007awe.2 0 0 0 0 0 0 0 0 0 0
uc007awf.2 2 2 0 1 0 2 2 0 6 2
uc007awg.1 9 14 1 12 0 18 1 43 50 118
uc007awh.2 0 0 0 0 0 0 0 0 0 0
uc007awi.2 70 172 26 62 20 131 17 406 223 609
uc007awj.1 0 0 0 0 0 0 0 0 0 0
uc007awk.1 0 2 0 0 0 0 0 0 3 2
uc007awl.2 1 0 0 0 0 1 0 2 0 1
uc007awm.2 0 0 0 0 0 0 0 0 0 0
uc007awn.2 0 0 0 0 0 0 0 0 0 0
uc007awp.2 0 1 0 0 0 0 0 0 0 1
uc007awq.2 14 17 3 9 6 3 7 23 42 56
uc007awr.1 40 95 15 23 19 51 20 69 83 147
uc007aws.1 0 0 0 0 0 0 0 0 0 0
uc007awt.1 1054 2336 373 638 188 1560 146 3576 1605 3636
uc007awu.1 63 156 29 80 22 183 11 459 530 1246
uc007awv.1 0 1 0 1 0 3 1 17 17 49
uc007awx.2 23 29 8 10 7 30 3 60 87 235
uc007awy.1 1 10 2 3 3 6 0 14 12 23
uc007awz.2 0 0 0 0 0 0 0 0 0 0
uc007axa.1 0 0 0 0 0 0 0 0 0 0
uc007axb.1 0 0 0 0 0 1 0 0 1 1
uc007axc.1 593 1308 187 557 73 1195 44 3267 1340 3657
uc007axd.1 0 0 0 2 0 1 0 3 4 5
uc007axe.1 0 0 0 0 0 0 0 0 0 0
uc007axf.1 0 0 0 0 0 1 0 2 0 2
uc007axg.2 0 5 1 1 1 3 0 4 0 9
uc007axh.1 0 0 0 0 0 0 0 0 0 0
uc007axi.1 0 2 0 2 0 2 0 4 0 9
uc007axj.1 1 8 2 5 1 14 3 21 22 64
uc007axk.1 5 9 2 1 2 5 1 4 3 7
uc007axl.1 0 1 0 0 0 0 0 0 1 0
uc007axm.1 60 129 16 36 6 97 1 122 68 260
uc007axn.1 0 0 0 0 0 0 0 0 0 0
uc007axo.1 0 0 0 0 0 0 0 0 0 0
uc007axp.1 0 0 0 1 0 0 0 0 2 1
uc007axq.1 1 3 0 1 0 0 2 8 2 10
uc007axr.2 0 0 0 0 0 0 0 0 0 0
uc007axs.2 1 4 0 0 0 2 1 2 0 1
uc007axt.2 0 0 0 0 0 0 0 0 0 0
uc007axu.2 0 5 1 1 0 1 0 2 10 8
uc007axv.2 1 5 1 2 0 2 0 12 9 15
uc007axw.1 0 0 0 0 0 0 0 3 3 0
uc007axx.1 0 0 0 0 0 0 0 0 0 0
uc007axy.1 0 0 0 0 0 1 0 0 1 0
uc007axz.1 2 7 0 2 0 4 0 17 8 26
uc007aya.1 0 0 0 0 0 0 0 0 0 0
uc007ayb.1 0 0 0 0 0 0 0 0 0 0
uc007ayc.1 0 0 0 0 0 1 0 0 2 0
uc007ayd.1 0 0 0 0 0 0 0 0 0 0
uc007aye.2 36 90 23 40 20 125 14 164 201 362
uc007ayg.1 2 2 2 2 0 3 0 2 3 8
uc007ayh.2 194 479 85 178 43 404 37 824 591 1663
uc007ayk.3 0 0 0 0 0 0 0 0 0 0
uc007ayl.2 21 35 10 15 5 31 2 36 209 428
uc007aym.1 0 0 0 0 1 0 0 0 2 2
uc007ayn.1 0 0 0 0 0 2 0 1 1 1
uc007ayo.2 36 66 6 22 20 54 31 107 83 191
uc007ayp.1 247 467 75 124 17 266 11 990 340 1028
uc007ayq.1 53 125 25 33 3 77 5 196 166 669
uc007ayr.1 35 49 9 10 9 31 27 13 47 46
uc007ays.1 0 0 0 0 0 0 0 0 0 0
uc007ayt.1 0 0 0 0 0 0 0 0 0 0
uc007ayu.1 17 46 5 12 1 32 1 45 11 40
uc007ayv.1 48 120 15 42 4 105 2 289 64 321
uc007ayw.1 0 0 0 0 0 0 0 0 0 1
uc007ayx.1 0 1 0 0 0 0 0 1 3 1
uc007ayy.2 3 7 2 4 0 10 0 22 15 24
uc007aza.1 0 3 0 3 1 6 0 4 4 21
uc007azb.1 0 0 0 0 0 0 0 0 0 0
uc007azc.1 0 0 0 0 0 0 0 0 0 0
uc007azd.1 0 0 0 0 0 0 0 4 4 6
uc007aze.1 1 3 1 2 0 5 0 6 1 14
uc007azf.1 0 0 0 0 0 0 0 0 0 0
uc007azg.1 0 0 0 0 0 0 0 0 0 0
uc007azh.1 0 0 0 0 0 0 0 0 0 0
uc007azi.1 13 30 10 9 2 24 0 63 23 67
uc007azj.2 537 1083 172 389 63 753 58 2143 1405 4090
uc007azk.2 133 253 45 90 30 204 23 547 1411 3397
uc007azl.2 0 0 0 0 0 0 0 0 0 0
uc007azm.1 1 0 0 1 0 3 0 0 0 1
uc007azn.1 0 0 0 0 0 0 0 0 1 0
uc007azo.1 0 0 0 0 0 0 0 0 0 0
uc007azp.1 1170 2530 386 884 154 1898 121 4463 2320 5690
uc007azr.2 0 0 0 0 0 0 0 0 0 0
uc007azt.1 0 0 0 0 0 0 0 0 0 0
uc007azu.2 1 0 0 0 0 2 0 0 2 8
uc007azv.2 1 1 0 0 0 1 0 1 3 2
uc007azw.1 11 17 3 5 3 22 1 23 23 56
uc007azx.1 3166 6230 1000 1843 206 4249 137 9176 4431 11399
uc007azy.1 160 371 55 86 3 187 2 371 489 1322
uc007azz.1 14 4 2 1 1 2 0 6 6 29
uc007baa.1 0 0 0 0 0 0 0 0 0 0
uc007bab.2 13665 28352 4520 8156 2192 17799 2043 50829 13195 33772
uc007bac.2 4239 8617 1596 2494 826 5512 710 13582 4525 10461
uc007bad.1 0 0 0 0 0 0 0 0 0 0
uc007bae.1 0 0 0 0 0 0 0 0 0 0
uc007baf.1 2 9 7 4 1 10 0 19 16 43
uc007bag.1 0 0 0 0 0 3 0 0 0 1
uc007bah.1 0 0 0 0 0 0 0 0 0 0
uc007bai.1 1 1 1 0 0 2 1 5 3 3
uc007baj.1 281 555 92 93 58 261 96 482 313 660
uc007bal.1 0 0 0 0 0 0 0 0 0 0
uc007bam.1 0 0 0 0 0 0 0 0 0 0
uc007ban.2 6 20 5 3 0 0 0 9 21 55
uc007bao.1 0 1 0 0 0 3 1 1 2 6
uc007bap.1 0 0 0 0 0 0 0 0 0 0
uc007baq.1 0 0 0 0 0 0 0 0 0 0
uc007bar.1 0 0 0 0 0 0 0 0 0 0
uc007bas.1 1 2 1 1 0 3 0 3 2 1
uc007bat.2 0 0 0 0 0 0 0 0 0 0
uc007bav.1 0 0 0 0 0 0 0 0 0 0
uc007baw.1 0 0 0 2 0 0 0 0 0 1
uc007bax.1 44 122 22 36 7 70 5 180 61 163
uc007bay.2 96 213 36 80 8 202 8 492 275 795
uc007baz.2 0 0 0 0 0 0 0 0 0 0
uc007bba.2 0 0 0 0 0 0 0 0 0 0
uc007bbb.2 1 1 0 0 0 0 0 2 0 1
uc007bbc.2 283 628 86 117 55 277 116 515 413 897
uc007bbd.2 1 5 0 1 1 6 2 4 10 11
uc007bbe.2 0 0 0 0 0 0 0 0 0 0
uc007bbf.2 0 0 0 0 0 0 0 0 0 0
uc007bbh.2 4 13 3 5 3 8 0 11 17 46
uc007bbi.2 1 0 0 0 0 1 0 0 0 7
uc007bbj.2 6 15 0 10 2 30 0 15 29 78
uc007bbk.2 194 405 57 135 40 311 63 721 296 933
uc007bbl.1 7 20 5 8 2 11 2 30 27 54
uc007bbm.1 0 4 0 4 0 1 1 17 1 3
uc007bbn.1 0 0 0 0 0 0 0 0 0 0
uc007bbo.1 10 29 2 1 5 6 1 26 5 16
uc007bbp.1 1 1 0 1 0 0 1 0 2 0
uc007bbq.1 1 0 0 0 0 0 0 0 0 1
uc007bbr.1 0 0 0 0 0 0 0 0 0 0
uc007bbs.2 0 0 0 0 0 0 0 0 0 0
uc007bbt.2 0 0 0 0 0 0 0 0 0 0
uc007bbu.2 75 155 21 24 1 80 0 182 234 713
uc007bbv.2 0 0 0 0 0 0 0 0 0 0
uc007bbw.2 7 9 1 3 1 7 0 15 7 24
uc007bbx.2 0 0 0 0 0 0 0 0 0 0
uc007bby.2 0 6 1 1 0 6 0 5 5 2
uc007bbz.1 0 0 0 0 0 0 0 0 0 0
uc007bca.1 5 7 0 0 1 4 0 2 0 13
uc007bcb.1 0 0 0 0 0 0 0 0 0 0
uc007bcc.1 0 0 0 0 0 0 0 0 0 0
uc007bcd.1 0 0 0 0 0 0 0 0 0 0
uc007bce.1 0 0 0 0 0 0 0 0 0 0
uc007bcf.1 1 4 1 0 0 2 0 4 7 10
uc007bcg.1 2 10 1 3 2 5 0 25 12 34
uc007bch.2 0 1 0 0 0 1 0 0 1 0
uc007bci.2 0 0 0 0 0 0 0 0 0 0
uc007bcj.2 1 4 1 1 0 3 1 5 3 3
uc007bck.1 471 739 94 211 119 383 98 968 454 1001
uc007bcl.1 0 0 1 0 0 1 0 0 2 3
uc007bcm.2 0 0 0 0 0 0 0 0 0 0
uc007bcn.1 0 0 0 0 0 0 0 0 0 0
uc007bco.1 0 0 0 0 0 0 0 0 0 0
uc007bcp.1 16 35 11 12 1 22 0 57 61 134
uc007bcq.1 0 0 0 0 0 0 0 0 0 0
uc007bcr.1 4 4 2 2 0 4 0 16 8 17
uc007bcs.1 1 2 1 0 0 0 0 2 5 11
uc007bct.1 0 0 0 0 0 0 0 0 0 0
uc007bcv.2 698 1456 251 492 253 1049 246 2095 1435 2740
uc007bcw.1 0 3 2 2 2 0 0 13 7 13
uc007bcx.1 1 2 0 1 0 0 0 0 0 9
uc007bcy.1 0 0 0 0 0 0 0 0 0 0
uc007bcz.1 0 0 0 0 0 0 0 0 0 0
uc007bda.1 0 0 0 1 0 2 0 1 1 3
uc007bdb.1 0 0 0 0 0 1 0 0 0 0
uc007bdc.1 0 2 0 0 1 0 0 0 0 0
uc007bdd.1 0 0 0 0 0 1 0 0 0 5
uc007bde.1 0 1 0 1 0 0 0 0 0 2
uc007bdf.1 0 0 0 0 0 0 0 1 2 2
uc007bdg.2 0 2 0 0 0 0 0 0 1 1
uc007bdh.1 0 0 0 0 0 0 0 0 0 0
uc007bdi.2 0 0 0 0 0 0 0 0 0 0
uc007bdj.1 0 0 0 0 0 0 0 0 0 0
uc007bdk.2 0 0 0 0 0 0 0 0 0 0
uc007bdl.2 0 0 0 0 0 0 0 0 0 0
uc007bdm.2 0 0 0 0 0 0 0 0 0 0
uc007bdn.2 12 53 9 16 9 44 5 59 22 54
uc007bdq.2 0 0 0 0 0 0 0 0 0 0
uc007bdr.2 0 0 0 0 0 0 0 0 0 0
uc007bds.2 0 0 0 0 0 0 0 0 0 0
uc007bdv.1 8 36 6 2 8 12 3 44 10 23
uc007bdw.1 0 0 0 0 0 0 0 0 0 0
uc007bdx.1 2687 4958 848 1150 155 2574 310 10049 2786 8679
uc007bdy.1 7043 14134 2402 2545 385 5099 441 18167 8014 24708
uc007bdz.1 185 454 103 249 63 416 54 791 751 1338
uc007beb.1 0 1 0 0 0 0 0 0 0 0
uc007bec.1 0 0 0 0 0 0 0 0 0 0
uc007bed.1 3 3 4 4 0 5 0 3 0 9
uc007bee.2 12 24 6 4 0 14 0 10 7 67
uc007bef.2 2 3 0 3 0 5 0 10 2 14
uc007beg.2 2 8 0 3 3 4 1 0 1 4
uc007beh.1 0 0 0 0 0 0 0 0 0 0
uc007bei.1 2 0 0 0 0 0 0 1 2 5
uc007bej.1 111 231 26 98 12 172 29 437 566 1350
uc007bek.1 0 0 0 1 0 0 0 0 0 0
uc007bel.1 1 3 1 1 0 2 0 12 7 15
uc007bem.1 0 0 0 0 0 0 0 0 1 2
uc007ben.1 0 0 0 0 0 0 0 0 0 0
uc007beo.1 0 0 0 0 0 0 0 0 0 0
uc007bep.2 2 0 0 0 0 1 0 0 2 0
uc007beq.2 0 0 0 0 0 0 0 0 0 0
uc007ber.2 0 0 0 0 0 0 0 0 0 0
uc007bes.1 247 557 117 164 52 316 40 611 427 820
uc007bet.1 115 212 42 115 7 226 4 494 348 1065
uc007beu.1 0 0 0 0 0 1 0 0 0 0
uc007bev.2 1 0 0 0 0 0 0 0 1 0
uc007bew.2 1 4 0 0 0 0 0 3 14 32
uc007bex.1 1 0 0 0 0 0 0 0 1 0
uc007bey.1 0 0 0 0 0 0 0 0 0 0
uc007bez.1 0 0 0 0 0 0 0 0 0 0
uc007bfa.1 0 0 0 0 0 0 0 0 0 0
uc007bfc.2 0 2 0 0 0 0 0 8 0 7
uc007bfd.2 0 0 0 0 0 0 0 0 1 2
uc007bfe.2 0 0 0 0 0 0 0 0 0 0
uc007bfg.1 0 0 0 0 0 0 0 0 0 0
uc007bfh.1 0 0 0 0 0 0 0 0 0 0
uc007bfi.1 2 10 4 2 0 6 0 4 5 6
uc007bfj.1 0 0 0 0 0 0 0 0 0 0
uc007bfk.1 0 0 0 0 0 0 0 0 0 0
uc007bfl.1 0 0 0 0 0 0 0 0 0 0
uc007bfm.1 0 0 0 0 0 0 0 0 0 0
uc007bfn.1 0 0 0 0 0 0 0 0 0 0
uc007bfo.1 0 0 0 0 0 0 0 0 0 0
uc007bfp.1 0 0 0 0 0 0 0 0 0 0
uc007bfq.2 0 0 1 0 0 0 0 2 0 0
uc007bft.1 46 60 14 6 2 12 5 50 20 53
uc007bfu.2 0 0 0 0 0 0 0 0 0 0
uc007bfv.2 0 0 0 0 0 0 0 0 0 0
uc007bfw.1 2 13 1 6 1 9 0 11 10 33
uc007bfx.2 4 9 5 3 0 2 0 11 11 19
uc007bfy.2 0 0 0 0 0 0 0 0 0 0
uc007bfz.2 10588 20679 2857 6188 2914 14021 2592 26760 15178 29846
uc007bga.1 4 9 1 1 2 4 0 9 5 9
uc007bgb.2 0 1 0 1 0 4 0 4 2 4
uc007bgc.2 1 1 0 0 0 0 0 4 0 4
uc007bgd.1 19 58 7 15 2 35 0 50 33 63
uc007bge.1 41 65 16 27 0 46 2 58 41 87
uc007bgf.2 17 33 12 13 0 15 0 35 18 75
uc007bgg.1 7 29 7 3 0 21 5 17 22 21
uc007bgh.1 0 0 0 0 0 0 0 0 0 0
uc007bgi.1 0 0 0 0 0 0 0 0 0 0
uc007bgj.1 0 6 0 1 0 2 0 16 5 14
uc007bgk.2 5 14 2 2 0 7 0 10 10 40
uc007bgl.2 418 936 135 237 56 449 44 1239 527 1289
uc007bgm.1 0 0 0 0 0 0 0 0 0 0
uc007bgn.1 90 211 54 65 23 172 12 267 377 722
uc007bgo.1 4 10 1 6 1 8 2 3 15 19
uc007bgp.1 0 0 0 0 0 0 0 0 0 0
uc007bgq.1 0 2 0 1 0 0 0 2 1 4
uc007bgr.1 0 2 0 1 0 0 0 0 2 6
uc007bgs.1 0 0 0 0 0 0 0 0 0 0
uc007bgt.1 0 0 0 0 0 0 0 0 0 0
uc007bgu.1 4 14 1 2 3 7 4 11 16 20
uc007bgv.1 0 0 0 0 0 0 0 0 0 0
uc007bgw.1 82 171 30 45 9 101 7 259 125 271
uc007bgx.1 560 1251 235 375 112 835 79 1479 1018 2398
uc007bgy.1 1 3 1 1 0 2 3 0 4 1
uc007bgz.1 0 0 0 0 0 0 0 0 0 0
uc007bha.1 136 326 70 75 32 170 33 264 395 638
uc007bhb.1 1 2 3 2 0 1 0 7 5 6
uc007bhc.1 0 0 0 0 0 0 0 0 0 0
uc007bhd.1 0 0 0 0 0 0 0 0 0 0
uc007bhe.1 0 0 0 0 0 0 0 0 0 0
uc007bhf.1 2 1 0 2 0 5 1 5 1 5
uc007bhg.2 0 2 1 0 2 0 0 2 1 0
uc007bhh.1 0 0 0 0 0 0 0 0 0 0
uc007bhi.1 0 0 0 0 0 0 0 0 0 0
uc007bhj.1 0 1 0 1 0 0 0 2 0 0
uc007bhk.1 1 5 0 5 3 5 3 12 6 7
uc007bhl.1 18 22 9 9 0 14 3 54 17 52
uc007bhm.1 0 0 0 0 0 0 0 0 0 0
uc007bhn.2 1 4 1 3 2 4 0 7 3 10
uc007bho.1 1 0 0 0 0 0 0 0 0 3
uc007bhp.1 3 6 0 8 0 6 0 10 6 13
uc007bhq.1 6 9 3 6 0 20 0 28 32 59
uc007bhr.1 7 16 4 4 1 14 3 12 22 38
uc007bhs.1 1 1 0 0 0 0 0 3 1 3
uc007bht.1 0 0 0 0 0 0 0 0 0 0
uc007bhu.1 0 1 1 0 0 5 0 0 5 12
uc007bhv.1 0 0 0 0 0 0 0 0 0 0
uc007bhw.1 2 0 0 0 0 0 0 0 0 2
uc007bhx.1 0 0 0 0 0 0 0 0 0 0
uc007bhy.1 3 2 0 1 0 2 0 4 7 19
uc007bhz.1 0 0 0 0 0 0 0 3 4 4
uc007bia.1 0 0 0 0 0 0 0 0 0 0
uc007bib.1 0 0 0 0 0 0 0 0 0 0
uc007bic.1 0 0 0 0 0 0 0 0 0 0
uc007bid.1 0 0 0 0 0 0 0 0 0 0
uc007bie.1 0 0 0 0 0 0 0 0 0 0
uc007bif.2 0 0 0 0 0 0 0 0 0 3
uc007bih.2 4 10 3 14 6 17 8 21 44 60
uc007bii.2 0 0 0 0 0 0 0 0 0 0
uc007bij.1 2 3 4 1 0 8 0 9 5 12
uc007bik.1 0 0 0 0 0 0 0 0 0 0
uc007bil.1 0 0 0 0 0 0 0 0 1 0
uc007bim.2 0 0 0 0 0 0 0 0 0 5
uc007bin.2 0 0 0 0 0 0 0 0 0 0
uc007bio.2 0 0 0 0 0 0 0 0 0 0
uc007bip.1 0 0 0 2 0 2 0 8 7 20
uc007biq.2 0 3 0 1 0 3 0 10 11 13
uc007bir.1 142 315 56 166 84 316 65 927 636 1551
uc007bis.2 0 0 0 0 0 0 0 0 0 0
uc007bit.2 0 0 0 0 0 0 0 0 0 0
uc007biu.2 0 0 0 0 0 0 0 0 0 0
uc007biv.1 0 0 0 0 0 0 0 0 0 0
uc007biw.2 13 15 3 2 4 5 3 0 5 3
uc007bix.2 0 0 0 0 0 0 0 0 0 0
uc007biy.1 5 24 2 4 0 9 1 7 4 4
uc007biz.1 0 2 1 2 0 3 0 6 0 7
uc007bja.1 0 0 0 0 0 0 0 0 0 0
uc007bjb.1 0 1 0 0 0 1 0 0 5 12
uc007bjc.1 0 0 0 0 0 0 0 0 0 0
uc007bjd.2 34 79 18 21 5 46 2 74 187 418
uc007bjg.1 0 0 0 0 0 0 0 0 0 0
uc007bjh.1 0 0 0 0 0 0 0 0 0 0
uc007bji.1 0 0 0 0 0 0 0 0 0 0
uc007bjj.1 0 0 0 0 0 0 0 0 0 0
uc007bjk.1 0 0 0 0 0 0 0 0 0 0
uc007bjm.2 712 1479 319 483 109 983 130 1784 1011 2026
uc007bjo.2 0 0 0 0 0 0 0 0 0 0
uc007bjp.1 15 37 3 10 3 10 0 49 39 57
uc007bjq.1 0 0 0 0 0 0 0 0 0 0
uc007bjr.2 18 53 9 7 0 14 4 41 19 63
uc007bjs.2 3 2 0 0 0 2 0 0 0 4
uc007bjt.2 1924 3054 550 959 611 2091 583 4079 2127 3706
uc007bju.1 61 93 9 55 5 86 4 113 101 160
uc007bjv.1 0 0 0 0 0 0 0 0 0 0
uc007bjw.1 0 0 0 0 0 0 0 0 0 0
uc007bjx.1 0 0 0 0 0 0 0 0 0 0
uc007bjy.1 0 0 0 0 0 0 0 0 0 0
uc007bjz.1 0 0 0 0 0 0 0 0 0 0
uc007bka.1 0 0 0 0 0 0 0 0 0 0
uc007bkb.1 33 54 15 21 4 64 3 69 67 157
uc007bkc.1 0 2 0 0 0 2 0 1 1 2
uc007bkd.1 34 34 10 18 10 38 6 42 33 60
uc007bke.1 3 7 0 0 1 3 1 9 2 10
uc007bkf.1 4 9 3 0 0 2 0 9 5 20
uc007bkg.2 2344 5206 860 1105 509 2440 396 3325 1566 3820
uc007bkh.1 2 3 1 3 1 4 4 0 9 9
uc007bki.2 0 0 0 0 0 0 0 0 0 0
uc007bkj.2 1 5 0 2 0 5 0 16 1 3
uc007bkk.1 3 3 0 8 3 11 0 16 13 14
uc007bkl.2 3203 6412 1092 1417 554 2959 432 8552 3367 8221
uc007bkn.1 0 1 0 0 0 0 0 0 1 1
uc007bko.2 0 0 0 0 0 1 0 0 0 0
uc007bkp.2 1 0 0 0 0 2 1 0 0 2
uc007bkq.2 1 0 1 1 0 2 0 1 3 1
uc007bkr.2 0 1 1 0 2 0 0 5 3 4
uc007bks.2 80 141 20 48 19 82 1 198 133 403
uc007bkt.2 0 0 0 0 0 0 0 0 0 0
uc007bku.2 0 0 0 0 0 0 0 0 0 0
uc007bkv.2 9183 17134 2286 4329 4125 10024 6595 14156 8497 15321
uc007bkw.1 2899 5605 883 3452 2934 7805 3531 4511 10377 11145
uc007bkx.1 13 17 8 7 4 8 1 3 7 15
uc007bky.1 0 0 0 0 0 0 0 0 0 0
uc007bkz.2 0 0 0 1 0 0 0 0 0 0
uc007bla.1 0 0 0 0 0 0 0 0 0 1
uc007blb.1 0 0 0 0 0 0 0 0 0 0
uc007blc.1 0 0 0 0 0 0 0 0 0 0
uc007bld.1 2 0 0 0 0 8 1 4 3 16
uc007blf.2 0 0 0 0 0 0 0 0 0 0
uc007blg.2 0 0 0 0 0 0 0 0 0 0
uc007bli.1 2 0 1 0 0 2 0 0 1 1
uc007blk.2 0 0 0 0 0 0 0 0 0 0
uc007bll.1 59 427 91 135 69 244 50 493 183 414
uc007blm.1 1 0 1 2 1 0 0 0 1 0
uc007bln.1 0 0 0 0 0 0 0 0 0 0
uc007blo.1 36 32 6 7 2 10 15 2 18 19
uc007blp.1 0 0 1 0 2 1 2 0 5 1
uc007blq.1 3 0 0 2 2 2 1 0 1 4
uc007blr.2 0 0 0 0 0 0 0 0 0 0
uc007bls.1 87 147 24 38 23 77 59 75 80 115
uc007blt.1 0 0 0 0 0 0 0 0 0 0
uc007blu.1 0 0 0 0 0 0 0 0 0 0
uc007blv.2 379 831 133 171 99 398 85 384 690 1028
uc007blw.1 3 1 0 0 0 1 0 0 0 0
uc007blx.1 0 2 0 0 0 0 0 0 0 0
uc007bly.2 148 231 48 11 3 26 6 24 23 20
uc007blz.2 521 1196 279 173 137 359 289 277 1376 1549
uc007bma.2 0 5 0 0 1 1 0 3 0 8
uc007bmb.2 17 42 4 8 10 32 8 48 34 70
uc007bmc.2 0 0 0 0 0 0 0 0 0 0
uc007bmd.2 0 3 0 1 2 2 0 6 1 4
uc007bme.1 4 13 2 5 1 0 6 0 6 9
uc007bmf.2 2020 4714 860 1184 495 2735 514 4475 3572 6380
uc007bmg.1 1 2 0 1 0 0 0 0 1 0
uc007bmh.1 0 0 0 0 0 0 0 0 0 0
uc007bmi.1 0 0 0 0 0 0 0 0 0 0
uc007bmj.1 0 0 0 0 0 0 0 0 0 0
uc007bmk.1 0 0 0 0 0 0 0 0 0 0
uc007bml.1 0 0 0 0 0 0 0 0 0 0
uc007bmm.1 0 0 0 0 0 0 0 0 0 0
uc007bmn.1 6 11 2 8 5 22 5 18 12 22
uc007bmo.1 0 0 0 0 0 0 0 0 0 0
uc007bmp.1 0 0 0 0 0 0 0 0 0 0
uc007bmq.1 0 0 1 0 0 1 0 0 0 1
uc007bmr.1 0 0 0 0 0 0 0 0 0 0
uc007bms.2 0 0 0 0 0 0 0 0 0 0
uc007bmt.2 0 0 0 0 0 0 0 0 0 0
uc007bmu.1 0 0 0 0 0 0 0 0 0 0
uc007bmv.1 0 0 0 0 0 0 0 0 0 0
uc007bmw.1 0 0 0 0 0 0 0 1 0 0
uc007bmx.1 0 0 0 0 0 0 0 0 0 1
uc007bmy.1 948 2160 378 931 587 2051 537 2638 1879 3127
uc007bmz.1 4 1 0 0 4 0 0 9 5 8
uc007bna.1 13 28 4 16 15 43 15 49 126 205
uc007bnb.2 0 1 0 1 1 1 0 1 4 16
uc007bnc.1 0 0 0 0 0 1 0 0 0 0
uc007bne.1 67 109 12 13 5 21 16 21 144 167
uc007bnf.2 7 16 1 1 2 3 4 6 27 24
uc007bng.2 5 18 7 18 9 35 22 31 29 14
uc007bnh.2 0 0 0 0 0 0 0 0 0 0
uc007bni.1 2 0 0 0 0 0 0 1 2 2
uc007bnj.1 0 2 0 1 0 0 0 0 3 0
